fold,text,id,label__decision_type_relevant,label__decision_type_sentiment_nonneutral,label__relevant,label__sentiment,label__who,label__decision_type_sentiment,label__decision_type_who
train,Caught Measles again. I thought this was impossible but I suppose vaccines weren't well understood yet #modernmiracles #tot,552976438261866000    ,unanimous,,yes,neutral,no,unanimous,majority
test,@hannah_lyn07 Improve your immune system with Juice Plus + http://t.co/lz043IkM08,544126786721021000    ,unanimous,,no,,,,
train,"Hahahaha duuuurth!! Dead & Buried 8 feet under! Hahahah RT""@HappisonRooney: #BBhotshots those who drink Tayo water are in danger of cholera""",539279350936662000    ,unanimous,,no,,,,
test,@bambooshooter are we just immune to beyonce's astonishing run of form now,536825980997079000    ,unanimous,,no,,,,
train,The flu vaccine offers little protection against the most prevalent influenza strain circulating  http://t.co/IoNfBj2UE0 via @mercola,555194035733016000    ,unanimous,majority,yes,negative,no,majority,unanimous
dev,"January issue of #EOBT will look at #cancer - including germ cell tumors, hematologic tumors, methioninase & a vaccine for glioblastoma!",540959095876878000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,Q did not rule out the mumps for Keith. #blackhawks,544908202845151000    ,unanimous,,no,,,,
dev,Deadass think I need a tetanus shot. #fuckme?,536345355890462000    ,unanimous,,yes,neutral,,unanimous,
dev,"Oh boy. Havlat and Elias are ""ill"". Mumps?",547073895002828000    ,unanimous,,no,,,,
dev,revenge should include paying AIDS and HPV positive prostitutes onto the laps of local redneck leadership.,543740721933864000    ,unanimous,,no,,,,
train,"Yolanda Foster Updates Fans on Her Battle With Lyme Disease: ""I Have Lost the Ability to Read, Write or Even Watch TV"": Yolanda Foste...",557010202193453000    ,unanimous,,no,,,,
train,It's possible to contract rabies & other infections neuropods frm food. Researchers map direct gut-brain connection  http://t.co/2dprVmMwTc,556129521511186000    ,unanimous,,no,,,,
train,Meningitis jabs offered to students: Students in Liverpool are being offered vaccinations after a second case ... http://t.co/q2rSt8zySG,535812404026699000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,Binge drinking 'impairs immune system' in young adults - Medical News Today http://t.co/RXDUa4B4wO,551154805209849000    ,unanimous,,no,,,,
test,Beauty Deals http://t.co/zg3AC3qifZ best Korean red Ginseng gold Extract vitamin tea Immune health sex power di... http://t.co/ptDKhPlfVK,550739147041013000    ,unanimous,,no,,,,
train,Vaccines & antibiotics protect from the ?good old days? health antivaxxers insist our ancestors enjoyed. #StopAVN http://t.co/zdthUZdTEd,550834731864956000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
test,` Pakistan gunmen kill polio worker in Faisalabad on http://t.co/UhvRXvdjbK,544774928504225000    ,unanimous,,no,,,,
train,"When Patients Know More Than Doctors  ""While Lyme disease isn?t necessarily rare, it is a less understood... http://t.co/rPMmQtj90v",534479328172867000    ,unanimous,,no,,,,
train,@bojowbebeh I'm watching the X-files. These ones have SMALLPOX,544836150612213000    ,unanimous,,no,,,,
dev,"Two Door Cinema Club, The Vaccines, Cut Copy, The Smiths, The Strokes e mais na nossa festa http://t.co/W8W9nLsB5g",540542350909792000    ,unanimous,,no,,,,
test,Wash: 2 measles cases with ties - West Valley News  http://t.co/Ge2S9fUzri,553884187884015000    ,unanimous,,no,,,,
train,"""@TheGoogleFactz: Studies show that massages, hugs, and hand-holding reduces stress and boosts the immune system."" OMG UWI NAAAA HAHHAHA",532431878481924000    ,unanimous,,no,,,,
train,Johnson and Johnson start Ebola vaccine clinical tests: NEW YORK (AFP) - US pharmaceutical giant Johnson and J... http://t.co/rMngWotSX7,552435110348611000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,"So NYR has the mumps and an oompa loompa (Marty)... If he gets it, it'll be a mumpa loompa #harhar",538803734319353000    ,unanimous,,no,,,,
train,These lively GIFs teach the world about safe vaccine transport http://t.co/PCQmwkED5u,552827572707274000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,"Angelina Jolie has the Chicken Pox:  It?s been a tough week for poor Angelina Jolie? And to top it off, she?s ... http://t.co/XsCli2RuQF",543570714809229000    ,unanimous,,no,,,,
train,Life Extension Arginine/Ornithine Powder 150gm 5.29oz Nitric Oxide Immune Aid http://t.co/jm7RoH6IUh http://t.co/infMY1clo6,556209922539782000    ,unanimous,,no,,,,
test,Group Deals : http://t.co/hfctakidXU #29143 Korean red Ginseng gold Extract vitamin tea Immune health sex power... http://t.co/ITFlfo4vNz,547167570303123000    ,unanimous,,no,,,,
train,"#training Grow Younger Blood: Toxic blood alert, this video reveals our nation's greatest health threat since polio! http://t.co/3jhfOFYjpk",539595886158823000    ,unanimous,,no,,,,
train,Top 40 Immune System Boosting Foods: ????Feel a cold coming on? Give your body the best chance of beating the ... http://t.co/aBCqs28NFR,535462728802897000    ,unanimous,,no,,,,
train,"Marc-Andre Fleury, two other Penguins being tested for mumps - USA TODAY  http://t.co/XfGmngdtTO",545265856259698000    ,unanimous,,no,,,,
train,A Universal Flu Vaccine Is Headed to Clinical Trials | Motherboard - http://t.co/7ZgkfIX9l4,556922263686356000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,"3 Ways To Naturally Cleanse & Boost The Immune System: Being a health coach and detox specialist, I suggest lo... http://t.co/jnI2p2gq0l",551078948587585000    ,unanimous,,no,,,,
test,BEAUTY NEWS > http://t.co/u2cBR5p1Si #54372 Korean Ginseng Extract Ginsenosides vitamin tea Immune health sex p... http://t.co/d4fQfWlhaS,543950679610753000    ,unanimous,,no,,,,
train,#Health: Britain Seeks To Wipe Out Tuberculosis - Sky News http://t.co/8WZkrQrnkE,557047707374592000    ,unanimous,,no,,,,
dev,"An outbreak of the highly contagious disease mumps has swept through teams in the US National Hockey League, with at least five affected.",555704306549399000    ,unanimous,,no,,,,
test,"I thought only the Canadian players were getting the mumps but turns out of the 15 NHL's who had it, 4 Americans, 2 Swedes, 8 Canadians",545265527674134000    ,unanimous,,no,,,,
dev,Lovely sunny day in Newcastle! @ Newcastle Under Lyme Town Centre http://t.co/hPeqX9kLHc,543740908873994000    ,unanimous,,no,,,,
train,"""Rangers Isolate Lee Stempniak and Test Him for Mumps"" by ALLAN KREDA via NYT http://t.co/iix0f7AKqM http://t.co/WlaP4yAG1l",545692388069748000    ,unanimous,,no,,,,
test,New Breast Cancer Vaccine Slows Progression of Disease http://t.co/s6abMbw32v #BreastCancer,539598697495941000    ,unanimous,,yes,,no,,unanimous
train,Beauty Deals http://t.co/Hjva3FYUf2 #7531 Korean Ginseng Extract vitamin tea Immune health sex power diet #8928... http://t.co/QFt8Ar0fao,537707248018288000    ,unanimous,,no,,,,
dev,"@daybreaknorth I remember having the mumps as a child. My sister and I laying on the gaudy, gold couch with flushed faces and high fever",543055716777345000    ,unanimous,,no,,,,
dev,"The impact of binge drinking on behavior, and injuries is well known, but binge drinking also hinders the immune... http://t.co/kMrO70egYZ",556172883190231000    ,unanimous,,no,,,,
dev,I'm very immune to this now .,535669344584626000    ,unanimous,,no,,,,
dev,"Unveiling how the children's tummy bug, rotavirus, causes infection http://t.co/6F7mUxy0Xo",552609173834592000    ,unanimous,,no,,,,
test,Reach e cigs without the shingles 3 choices infix answer high coupon commandment toward exploit: OQhUdnPs http://t.co/rMozK1Ak98,542899856398757000    ,unanimous,,no,,,,
train,I want to cuddle with foxes I don't even care about the rabies.,551437285284401000    ,unanimous,,no,,,,
test,holy rabies why did my mom put my sisters room at 90?! its like a fricken oven jfc!!,536970707322679000    ,unanimous,,no,,,,
train,"@Ham0nRy I was afraid that I was only person who thought Mumps was some rare disease.I guess not.Very odd, what is triggering the outbreak?",539823448399544000    ,unanimous,,no,,,,
test,How does MMR calibration work? http://t.co/zZl53SYH1o http://t.co/5560EFm0lY,556399542950985000    ,unanimous,,no,,,,
train,"Vaccines Asia Pacific Global Summit and Expo on Vaccines & Vaccination  Brisbane, Australia 27th to 29th 2015 http://t.co/jpRqcR2GsH",532946275428478000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,This is fucking ridiculous that I'm so immune to people close to me dying.,539217181813121000    ,unanimous,,no,,,,
dev,"?@LifeCheates: Cuddling literally kills depression, relieves anxiety, and strengthens the immune system.?",534409693033418000    ,unanimous,,no,,,,
train,Beauty Today > http://t.co/heU3zJltxs #78191 best Korean red Ginseng gold Extract vitamin tea Immune health sex... http://t.co/kntMwJvTd3,540113186289364000    ,unanimous,,no,,,,
train,Negative emotions can cause harm and damage to your immune system.,536655530740436000    ,unanimous,,no,,,,
train,@CuntOfTheFlies polio?,552527514019831000    ,unanimous,,no,,,,
train,"@SFSK8rGrrl @BettyO417 @marilynmyers622 @connersa i did take the Pneumonia vaccine this year, BC if had it so often.",551494441995755000    ,unanimous,,yes,neutral,yes,majority,majority
dev,Why the Flu Vaccine Doesn't Always Work http://t.co/USdlgMs8e0,551123825199681000    ,unanimous,majority,yes,negative,no,majority,unanimous
dev,Foke New hope for vaccine against human form of mad cow disease after scientists develop jab for brain-w... http://t.co/BsU2haXylK #Foke,546854109077176000    ,majority,,yes,,no,,unanimous
train,"Penguins send Downie, Sutter and Greiss home for mumps tests http://t.co/bQBRKJUprW http://t.co/cdoNuMvRte",547077986709561000    ,unanimous,,no,,,,
test,NHL issues new memo on mumps prevention: The NHL has taken another step in light of the baffling mumps outbrea... http://t.co/3sLeXYRfc8,545336989428350000    ,unanimous,,no,,,,
dev,"Drug induced liver disease hepatitis: #halothane, #phenytoin, #isoniazid, and methyldopa",552050642253254000    ,unanimous,,no,,,,
test,Suspected Case of Measles Closes Urgent Care Center in Rancho Bernardo. #MeasleOutbreakSD http://t.co/dE6DLv4tWK,557264650765467000    ,unanimous,,no,,,,
train,#lmswageer Mumps Spreading Through Suddenly Sick NHL: Mumps is the word in the NHL as illness has aff... http://t.co/l3PTfKsAAN #SIGUEME,543196068297449000    ,unanimous,,no,,,,
dev,Beauty Care : http://t.co/yXPyHFaF4S #58678 Controlled Labs ORANGE TRIAD Multivitamin Joint Digestion Immune He... http://t.co/UCB15M0rqy,540514600215904000    ,unanimous,,no,,,,
train,Oxford scientists are trialling a new Ebola vaccine in Liberia | http://t.co/NOxdUrpgfP,556451437157175000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,Vets encouraged to run to help beat rabies in Africa - Delegates to the World Small Animal Veterinary Association ... http://t.co/yHWceYXG3t,553163540774002000    ,unanimous,,no,,,,
train,"Jan 1 1914 SM U-24 sinks HMS Formidable, 30 nautical miles (56 km; 35 mi) south of Lyme Regis https://t.co/QNpV4c0sIv http://t.co/AEnW5ZTPZ4",550604672826765000    ,unanimous,,no,,,,
train,Did you know? Most cervical cancers can be prevented through testing and HPV vaccinations. You have the... http://t.co/nqCQQbMeLh,555833134114406000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
test,New study reveals why some people may be immune to HIV-1 Doctors have long been mystified as to why HIV-1 rapidl... http://t.co/a60YAb6Mm5,535508881775296000    ,unanimous,,no,,,,
train,"#Cameroon Nigeria: Cholera outbreak in the West and Central Africa: Regional Update, 2014 (W... http://t.co/8bUZjzK6T3 #crisismanagement",536918323682762000    ,unanimous,,no,,,,
train,"""@engrossingfacts: Cuddling literally kills depression, relieves anxiety, and strengthens the immune system."" I   cuddling.",534199173890183000    ,unanimous,,no,,,,
train,@gws716 just annual vaccines and such. He's a champ!,553238969366765000    ,unanimous,,yes,neutral,yes,unanimous,unanimous
train,People who bite their nails tend to have a stronger immune system,547245401804259000    ,unanimous,,no,,,,
train,"Avoid getting cold sores with a strong immune system go #beyondbody include balancing and stress reducing practices for body, mind and heart",543492764281753000    ,unanimous,,no,,,,
train,Exercise can have a positive effect on the immune system http://t.co/Qq8VYTpqKp,535254765949968000    ,unanimous,,no,,,,
train,"Why are people making such a big deal about Sidney Crosby having the mumps? He got sick, people get sick",544534732932136000    ,unanimous,,no,,,,
dev,Epigenetics markers of metastasis and HPV induced tumourigenesis in penile cancer http://t.co/2DyFrG03w7,547660267967246000    ,unanimous,,no,,,,
test,"Don't step in that puddle, you'll get meningitis.",553755959991234000    ,unanimous,,no,,,,
dev,"Watching anti-vaxer on my fb feed promote flu vaccine as dangerous and exotic roots as cancer cures.  *deep breaths, deep breaths",550314782046572000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
train,Any participants that partakes in my raccoon capture will not have to touch it ! You're there for precautionary reason if it has rabies lol,557331952941150000    ,unanimous,,no,,,,
test,Pharmacy officials face racketeering charges in meningitis outbreak that killed 19 in Michigan: Denise? http://t.co/KjHPNaFkxO,545269456360861000    ,unanimous,,no,,,,
test,Hope i can't contract the mumps sharing dirty needles.,544705259126681000    ,unanimous,,no,,,,
train,NHL: Mumps Outbreak hits Players and Refs http://t.co/kiqTAl4Rjn,544922980438900000    ,unanimous,,no,,,,
train,My immune system consistently fails me this time of the year #sickfordayz #actuallyhavebeensickfor4days,554833550655389000    ,unanimous,,no,,,,
dev,@1233newcastle. VACC?NE PAP?LLOMAV?RUS. Kristin Clulow thank you for testimony of the HPV vaccine from America a Kiss;our Link @AvPodemos,538101374354202000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,Flames wary of mumps outbreak - Calgary Herald http://t.co/GnzuwPcIL2,544675715652673000    ,unanimous,,no,,,,
train,So theres a chance ive got shingles ahhhh anything else loz,544257988891254000    ,unanimous,,no,,,,
test,There is no evidence that vaccines cause SIDS.  This is one of the myths which causes the most pain to parents... http://t.co/WxEK2jVYBA,539277420420153000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
train,"Enzyme's alter ego helps activate the immune system-- http://t.co/0sG0tWph3k Already known to cut proteins, the... http://t.co/muTOSVmeBQ",549709825333276000    ,unanimous,,no,,,,
test,Hospitals Seizing Babies Who Aren?t Vaccinated? | Off The Grid News http://t.co/zDfRNsd3CM via @sharethis,534898473867288000    ,majority,,yes,neutral,no,unanimous,unanimous
test,"@NYDailyNews ""News Alert"" How long is the CDC going to take kickbacks from ""Big Pharmaceuticals""to keep the lid on LYME disease? MS is Lyme!",554728464851681000    ,unanimous,,no,,,,
dev,Nose Spray Ebola Vaccine Protects Monkeys http://t.co/no9gidjItm,543554682258718000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
test,Perron's been with the Pens for a good 30 hours and still hasn't gotten the mumps,551538109163126000    ,unanimous,,no,,,,
dev,@NorthernNewMum good news! I got the all clear and no HPV virus xxx,547445963460444000    ,unanimous,,no,,,,
dev,14 charged in deadly 2012 meningitis outbreak - Observer-Reporter http://t.co/uIv7SIwDRR #google #health,545435183269175000    ,unanimous,,no,,,,
train,Could be at the wings game with my best friend but my immune system hates me:-),545015344142630000    ,unanimous,,no,,,,
test,The tool everyone seems to forget exists at low MMR like us. Smoke wins games via /r/lea... http://t.co/6qI36VMbY8 http://t.co/M7WZlrvwiu,556721981044051000    ,unanimous,,no,,,,
test,Korean Ginseng Extract Ginsenosides vitamin tea Immune health sex power diet http://t.co/AMKHqpBMRv #4979  $89.... http://t.co/MZXp4z9Qlo,557228445231775000    ,unanimous,,no,,,,
train,"Rotary releases US$8.1 million to end polio in Nigeria: Nigeria marks progress, having go... http://t.co/pftzDj2KIX via @Goldrushnigeria",557473634051051000    ,unanimous,,no,,,,
train,54 cases of Measles... That's crazy!! #vaccineswork,558039721553981000    ,majority,unanimous,yes,positive,no,unanimous,unanimous
dev,# Sicca Syndrome or Sjrogrens Syndrome this is an auto immune disease and for everyone who has it affects us differently. Interested in Talk,540525133249523000    ,unanimous,,no,,,,
dev,Deals #219 http://t.co/1D67WW5kHi Ginseng gold Extract vitamin tea Immune health sex power diet #deals  $92.90 End Date: Tuesday Jan-6-...,543193444429344000    ,unanimous,,no,,,,
dev,the mumps: Fatal Charm:  http://t.co/U7WEwZLfSr,547931845133099000    ,unanimous,,no,,,,
test,I hate getting sick   my immune system is,534048154266918000    ,unanimous,,no,,,,
train,Can Partnering To Fight Hepatitis C Pay At Enanta? via Latest Headlines from Cafepharma - ... http://t.co/0PMdNSW92K,539401763602698000    ,unanimous,,no,,,,
test,"http://t.co/oRPFfnvX6Z #DESI #TEEN #PORN #NAKED #HORNY #LATINA #porno #uae The Mumps, a Scourge of Dormitories, Spreads Through the N.H.L.",544673016924618000    ,unanimous,,no,,,,
train,"Angelina Jolie bows out of 'Unbroken' promos because she has the chickenpox:  Angelina Jolie will be ""home itc... http://t.co/wnOk4BRAOm",543597069961687000    ,unanimous,,no,,,,
dev,Researchers begin Ebola vaccine trials in Kenya: Researchers at the Kenya Medical Research Institute have start...,545767028171079000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,#AtlantaGa #News - Carroll Co. 3rd grader dies after contracting bacterial meningitis http://t.co/LOnf6SJsM3,556501334640562000    ,unanimous,,no,,,,
dev,"swear I'm becoming immune to being sad,mad, angry, disappointed, dissatisfied.... if it's not happiness, it's like numb feeling in me. weird",536933059757879000    ,unanimous,,no,,,,
train,#healthcare | It is beneficial to understand how the body's immune system functions in general. FREE Writing:  http://t.co/cHIZnfCHsY,543366765112070000    ,unanimous,,no,,,,
dev,@JazmineC23 nah I'm immune to the cold,555543774013964000    ,unanimous,,no,,,,
test,"@ali_gatorr26 Thankfully, anti vax idiots aren't so much of a thing over here. More people get vaccinated. But it's gaining momentum.",546060074549252000    ,unanimous,,yes,,,,
dev,Yum! Pre extracted breakfast immune boosting goodies #detox #NutriBullet http://t.co/UrGqPF930d,553204186914258000    ,unanimous,,no,,,,
train,"Dominance of H3N2 flu strains (whether in the flu vaccine or not) is NOT a good sign, @DrFriedenCDC warns http://t.co/KZGgmQQkny",540898657156210000    ,unanimous,,yes,,no,,unanimous
train,"'Major milestone' in polio battle: A ""major milestone"" in the elimination of polio has been reached, the US? http://t.co/zeHZm71Bob #news",533435456101154000    ,unanimous,,no,,,,
train,"Ain't nobody tell me this is love, you're immune to all my pain. I need you to tell me this is love, you don't care well that's okay",547665550466646000    ,unanimous,,no,,,,
dev,Check This Deal : http://t.co/SvEWWyrPtw Korean Ginseng Extract vitamin tea Immune health sex power diet #2059 ... http://t.co/xJOd2izemK,555458675004157000    ,unanimous,,no,,,,
train,Here?s how irrational flu vaccine deniers are http://t.co/ujrFgD2sjN via @washingtonpost,542008052811984000    ,unanimous,majority,yes,positive,no,majority,unanimous
train,i'm so immune to my nightmares now,554904836836433000    ,unanimous,,no,,,,
train,Music Meets Runway 2014 unveils Face of MMR in 1st official campaign image: The Music Meets Runway Foundation ... http://t.co/4ZqrdWodLS,540128893894533000    ,unanimous,,no,,,,
train,Why am I immune to caffeine?,557590501025931000    ,unanimous,,no,,,,
test,"Low on funds? @ProjectCatsnip offers discounted spays, neuters & vaccines around #Atlanta from their mobile clinic http://t.co/MvGBDcz2JH",551366180112728000    ,unanimous,,no,,,,
train,Your immune to all my pain.,554492370788827000    ,unanimous,,no,,,,
dev,@Maddieewbu you like wouldn't be able to look at light w measles,539622262157357000    ,unanimous,,no,,,,
dev,"The ""Corporate immune system"" actively negates innovation. @orgchanger #intracnf14",543319384664838000    ,unanimous,,no,,,,
train,@UberFacts he alleged the MMR vaccined caused autism. British guy.,550913993372491000    ,unanimous,unanimous,yes,negative,no,unanimous,unanimous
train,@GMA there is not ONE study that proves vaccine safety! @RobinRoberts speak up #CDCwhistleblower http://t.co/uevw9UAjEE,557555980385263000    ,unanimous,,yes,,no,,unanimous
train,Flyers so far escape the mumps penalty box http://t.co/0YBHWyLCTd,545097975165222000    ,unanimous,,no,,,,
test,@TheZambon you have hpv,534847774618312000    ,unanimous,,no,,,,
test,Rangers' Brassard latest NHLer diagnosed with mumps - Niagara Falls Review http://t.co/oRWPev3TK2,545397371824119000    ,unanimous,,no,,,,
train,First booster Ebola vaccine trials begin at Oxford University: Scientists at Oxford University have started fi... http://t.co/E92EiheWCS,540771751940988000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,The Disk II controller can?t read >2 zero bits in a row before it starts randomly reading ones. Thought the 5.25 card was immune. It?s not.,538610892632764000    ,unanimous,,no,,,,
train,New favourite: The Vaccines / Under Your Thumb http://t.co/8cNTGAY44Z @Deezer,554042606054043000    ,unanimous,,no,,,,
train,Elevated #vitaminD (calcitiol) is sign of immune system attempts 2 kill intracellular bacteria by transcribing AMPs http://t.co/is7hnVOIVw,553234781664972000    ,unanimous,,no,,,,
train,Nice. The Vaccines - Handsome: http://t.co/wNDHn4Vx8B via @YouTube,557276093200474000    ,unanimous,,no,,,,
train,"10 confirmed cases measles in San Diego Co. Way 2 go! Add 2 bird flu, H1N1(flu), Ebola. R we trying 2 kill off ppl?  http://t.co/UeUouyJQg3",555909005370216000    ,unanimous,,no,,,,
train,7.6 mln children in #Yemen vaccinated against measles? simple calc will then show that there're more than 10 mln children in #Yemen,533242581564403000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,2) #Gardasil doesn't protect against the HPV strains most common in Black girls.  @girl_onthego @LINGTunechi,550357660738932000    ,unanimous,,no,,,,
test,Meningitis Outbreak: 14 Pharmacy Employees Arrested On Federal Charges Over The Deaths Of 64 People http://t.co/NkodsQUeAj #health #cancer,545247580448231000    ,unanimous,,no,,,,
train,Daily Deals : http://t.co/fmHE1uoill #6194 Korean red Ginseng gold Extract vitamin tea Immune health sex power ... http://t.co/EfslnMAvmL,554490997087154000    ,unanimous,,no,,,,
train,Anybody want to be this betches friend? It gets lonely in this Lyme green world. #lymewhatabetch,539791287655100000    ,unanimous,,no,,,,
dev,Photo: The Vaccines ?Handsome? 7? vinyl pre-order Side A: Handsome Side B: Handsome Reimagined (Dave... http://t.co/oqUgFDlRry,557278783032803000    ,unanimous,,no,,,,
train,Disneyland measles outbreak continues to spread http://t.co/jryIglQkWD for @rydgeshotels. #StopTenpenny #StopAVN #health #Measles,556960086820532000    ,unanimous,,no,,,,
test,"Other civilization-altering zoonotic crises: Bubonic plague, smallpox, measles, Spanish flu @DeliaGrace4 & @bett_bk http://t.co/iHjPnJWriK",551357332140347000    ,unanimous,,no,,,,
train,To strengthen my immune system     http://t.co/92Krna2qSQ,537589402654883000    ,unanimous,,no,,,,
train,"Government refuses subsidy for hepatitis C medication, Sovaldi http://t.co/C4O5pOfJYy",555285153186992000    ,unanimous,,no,,,,
test,Deals : http://t.co/c12I3rBEUV #88142 Korean Ginseng Extract Ginsenosides vitamin tea Immune health sex power d... http://t.co/B4dTO8XNaY,547933596770906000    ,unanimous,,no,,,,
train,"I've got the shingles, fantastic.  To take a tablet 5 times a day! Hopefully that'll take the pain and the rash away..",555033333449900000    ,unanimous,,no,,,,
train,@urmom_jpg i just went to pee and I think I have like the chicken pox ALL OVER MY LEGS,550663346039816000    ,unanimous,,no,,,,
train,Is Lyme Disease Curable? - The Best Treatment For Cure http://t.co/fVpoYzwQwq,551860383363772000    ,unanimous,,no,,,,
test,"If there was a preseason prop bet about which NHL player would get the mumps this year, I'd have put my life savings on Sidney Crosby.",544187166302408000    ,unanimous,,no,,,,
dev,"Rubella, also known as German measles or three-day measles, is a disease caused by the rubella virus. The name ""rubella"" is",550629549528989000    ,unanimous,,no,,,,
train,http://t.co/T9ZA0HhRVR -  The Ebola vaccine underdog    #FightEbola,535466752235560000    ,unanimous,,no,,,,
train,"Clinical Trials on Tap for Possible Ebola Vaccine: As death toll for Ebola passes 5,000, clinical tri... http://t.co/erlunDDMZx #abcnews",532816877727145000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,A3: Visual inspection of cervix w/ acetic acid (VIA) is optimal HPV screening method for HIV+ women http://t.co/t2MPsOsYVa #CCChat15,557555728857059000    ,unanimous,,no,,,,
train,Photo: #Roofers 514-771-5875 Roofing Service Asphalt Shingles Flat roof #Roofers 514-771-5875 Roofing... http://t.co/h7xeKFodry,546748821964095000    ,unanimous,,no,,,,
dev,ive got the vaccines in my head and i don't want to go to school,536787250118672000    ,unanimous,unanimous,yes,negative,yes,unanimous,unanimous
train,"@Tey_bae your immune system gets shitty when you're stressed, so it's normal to get sick during finals",539653647941242000    ,unanimous,,no,,,,
dev,I met Dr. Robbins who did the heavy lifting by isolating the polio virus ===> https://t.co/E19AYkzYxR @MathFaithWorks,548478300138786000    ,unanimous,,no,,,,
test,"#Pens Penguins D Olli Maatta diagnosed with mumps, remains isolated http://t.co/Mv8nsFk7o9 #SportsRoadhouse",545990090279755000    ,unanimous,,no,,,,
train,@Tyner28 mumps,545046121127899000    ,unanimous,,no,,,,
dev,Increasing vaccine numbers equals increasing infant mortality? http://t.co/nIFN5xSDnN,533671129647292000    ,unanimous,unanimous,yes,negative,no,unanimous,unanimous
test,TODAY IS PULSE POLIO DAY * DONT FORGOT TO GIVE YOUR CHILD TWO DROPS http://t.co/TZL9gu4KeI,556687128122228000    ,unanimous,,no,,,,
train,Doctors Want To Remind Americans That The HPV Vaccine Isn?t All About Sex http://t.co/Fu7z0cpJNS,543162671361961000    ,unanimous,,yes,neutral,no,majority,unanimous
train,@DonnieWahlberg I'm with you (and in need). Lyme Disease kinda sucks. Who knew?,554464067977764000    ,unanimous,,no,,,,
train,Anyone knows more abt this pls?   Vaccines Will be Made from Human Cancer Tumors http://t.co/3kDHyKox5P,539332008636604000    ,unanimous,unanimous,yes,negative,no,unanimous,unanimous
test,BEAUTY + Deals : http://t.co/CVTuCamwno Korean Ginseng Extract Ginsenosides vitamin tea Immune health sex power... http://t.co/NUu6N2VRB4,551225148377153000    ,unanimous,,no,,,,
test,"?@trutherbot: VACCINES ARE BIG BUSINESS, WORTH BILLIONS OF DOLLARS?",547572635014402000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,Why hello again stomach bug. Who welcomed you? Oh my immune system? Well you can tell them to kindly fuck off,535202049043210000    ,unanimous,,no,,,,
test,@NickoSama i dont care about mmr lul. Zero faks given. But i know ur worth more than just numbers.,545581678664503000    ,unanimous,,no,,,,
train,"The Mumps, a Scourge of Dormitories, Spreads Through the N.H.L. http://t.co/YDcLXu9j5u",544735141567164000    ,unanimous,,no,,,,
test,The Vaccine Autism Cover-up: How One Doctor?s Career was Destroyed for Telling the truth http://t.co/yo4MLHSKaS via @sharethis,542344377100947000    ,unanimous,majority,yes,negative,no,majority,majority
train,best Korean red Ginseng gold Extract vitamin tea Immune health sex power diet http://t.co/wxP0NcSbDF #5283  $16... http://t.co/tcNNoZxEjy,551751844373217000    ,unanimous,,no,,,,
test,"@VXXCVII then he said Kentonda told you ""boy you got chicken pox""",548874604270612000    ,unanimous,,no,,,,
train,Terry Bradshaw must be having a bout of shingles. Looked to be in pain.,556926872605687000    ,unanimous,,no,,,,
dev,Lane County offering free flu and Tdap vaccinations http://t.co/BWwhJPEB9V,540302134630023000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,"English Graffiti's meant to be coming out in may, hence Vaccines are a shoe-in for Reading ! !! !!!",557275074563407000    ,unanimous,,no,,,,
train,Beauty Deals #7113 http://t.co/ZokbW65MqK Korean Ginseng Extract vitamin tea Immune health sex power diet #3525... http://t.co/lx17RMf29o,534467435517468000    ,unanimous,,no,,,,
dev,Birdhouses Embarrassingly Norm's Gawkily Hoods Adrenaline Z Immune  #benghazi #tcot,546198319698284000    ,unanimous,,no,,,,
dev,I added a video to a @YouTube playlist http://t.co/n9XSxJhlyD qojqva (Earthshaker) Ranked MMR Gameplay Dota 2,540074969221189000    ,unanimous,,no,,,,
train,Working out while sick. Always bending the rules. My immune system will punish me later. #lunk,542034553863303000    ,unanimous,,no,,,,
train,"""There are now more than 100 countries, including Cambodia and Rwanda, that are better at vaccinating against measles than the US.""",553196359650922000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,"Pakistani blood transfusions spreading hepatitis, HIV  http://t.co/oOSFVwlJwk",541430877729722000    ,unanimous,,no,,,,
train,500 MMR Lost - What am I doing wrong? xD via /r/DotA2 http://t.co/NRFM1ERCgv http://t.co/yYZevESxUw http://t.co/kkAIlJgVMK,539952098864295000    ,unanimous,,no,,,,
